IlmnID,CD19.mean,other.mean,abs_diff,percent_diff,change,CHR,MAPINFO,gene,feature,CellType
cg13947310,0.392957495229287,0.892876842856684,0.499919347627397,49.99,Up,7,132123957,PLXNA4,Body,CD19
cg19730982,0.230218409676156,0.729500452386652,0.499282042710496,49.93,Up,7,1062729,C7orf50; MIR339,Body; TSS200,CD19
cg01502811,0.354021813571564,0.851776193361909,0.497754379790344,49.78,Up,16,49869755,,,CD19
cg18476690,0.433948762865688,0.930650972725566,0.496702209859878,49.67,Up,11,61125255,CYBASC3,TSS1500; 5'UTR,CD19
cg19769715,0.386370635357719,0.882463589859483,0.496092954501764,49.61,Up,5,149636363,CAMK2A,Body,CD19
cg12661092,0.339716884965693,0.835376721979104,0.495659837013411,49.57,Up,10,98861029,SLIT1,Body,CD19
cg15129663,0.395974494317235,0.891195780312685,0.495221285995451,49.52,Up,1,171249942,FMO1,Body,CD19
cg18069144,0.399105105754777,0.892765570189131,0.493660464434355,49.37,Up,2,202967371,,,CD19
cg08130572,0.577614077090787,0.086613228455796,0.491000848634991,49.1,Down,6,112081102,FYN,5'UTR; TSS1500,CD19
cg11257300,0.382510269508358,0.872789426461306,0.490279156952947,49.03,Up,1,113229103,MOV10,Body,CD19
cg19463199,0.368346717705546,0.858456347368212,0.490109629662666,49.01,Up,3,197401858,MIR922; KIAA0226,TSS1500; 3'UTR,CD19
cg22558673,0.330779894389157,0.82084342159746,0.490063527208304,49.01,Up,1,35257858,GJA4,TSS1500,CD19
cg19702194,0.413699330396578,0.903150049168215,0.489450718771636,48.95,Up,2,121051780,RALB,3'UTR,CD19
cg11758283,0.384527118974625,0.873872128342854,0.489345009368228,48.93,Up,6,7998697,,,CD19
cg04319732,0.408396362881327,0.897564667549387,0.48916830466806,48.92,Up,3,107938271,IFT57,Body,CD19
cg02484343,0.484965811559649,0.971723796273159,0.48675798471351,48.68,Up,16,2284734,E4F1,Body,CD19
cg25314733,0.410528171021386,0.896105287810021,0.485577116788634,48.56,Up,7,2247473,MAD1L1,Body,CD19
cg21329649,0.381254958872552,0.864126248321038,0.482871289448486,48.29,Up,7,1901840,MAD1L1,Body,CD19
cg08003321,0.413014490529399,0.894968103907349,0.481953613377951,48.2,Up,17,8815843,PIK3R5,5'UTR; TSS200,CD19
cg16724800,0.254184928515681,0.735967259922929,0.481782331407249,48.18,Up,1,121259813,LOC647121,TSS1500,CD19
cg08412215,0.451039832604514,0.929297378484527,0.478257545880012,47.83,Up,12,102137391,,,CD19
cg08780166,0.386647940700706,0.863072084577654,0.476424143876948,47.64,Up,2,40470864,SLC8A1,Body,CD19
cg02980499,0.394276609494406,0.870507647002676,0.47623103750827,47.62,Up,10,98031964,BLNK,TSS1500,CD19
cg16531348,0.425785539410795,0.900676870532776,0.474891331121981,47.49,Up,21,45377217,AGPAT3,5'UTR,CD19
cg22679120,0.184855320211301,0.656044840812702,0.471189520601401,47.12,Up,7,2353402,SNX8,Body,CD19
cg14412639,0.470059529311413,0.938167289466545,0.468107760155132,46.81,Up,9,34098451,DCAF12,Body,CD19
cg03515464,0.264238460913236,0.728047352696981,0.463808891783745,46.38,Up,14,101015513,BEGAIN,Body,CD19
cg17117794,0.434703181870446,0.897019460813509,0.462316278943064,46.23,Up,6,20533952,CDKAL1,TSS1500,CD19
cg14467066,0.336128301243462,0.798250584827181,0.462122283583719,46.21,Up,17,79419739,BAHCC1,Body,CD19
cg24065957,0.454165612481788,0.916109880546369,0.46194426806458,46.19,Up,5,53389853,ARL15,Body,CD19
cg08139729,0.41733463847455,0.877679805869006,0.460345167394457,46.03,Up,1,41984243,HIVEP3,Body,CD19
cg06966462,0.415717518358877,0.87528045274866,0.459562934389783,45.96,Up,2,9612807,CPSF3,Body,CD19
cg15094117,0.386865321633649,0.843673589361786,0.456808267728137,45.68,Up,5,147184031,,,CD19
cg16523158,0.406929666849248,0.862589225746129,0.45565955889688,45.57,Up,6,167535171,CCR6,TSS1500; 5'UTR,CD19
cg14613361,0.341991538180456,0.796967234696129,0.454975696515672,45.5,Up,1,109751302,,,CD19
cg14029759,0.390706648435636,0.842976338979405,0.45226969054377,45.23,Up,6,5764816,FARS2,Body,CD19
cg18264210,0.393503408876917,0.845065731178279,0.451562322301362,45.16,Up,2,465195,,,CD19
cg09799039,0.492249525613295,0.942479547218467,0.450230021605172,45.02,Up,2,240213875,HDAC4,Body,CD19
cg15133201,0.449468640236316,0.896029572323041,0.446560932086725,44.66,Up,1,248852044,,,CD19
cg00804510,0.489154692619172,0.931348586853754,0.442193894234582,44.22,Up,X,154302208,BRCC3,Body,CD19
cg15181441,0.462373360265652,0.902754043077728,0.440380682812077,44.04,Up,6,126429144,,,CD19
cg12393275,0.46690393722817,0.904340067951893,0.437436130723723,43.74,Up,2,79312224,REG1B,3'UTR,CD19
cg26555531,0.424597524576122,0.852666388592231,0.428068864016109,42.81,Up,10,1507708,ADARB2,Body,CD19
cg08251036,0.511654192054424,0.930287406136602,0.418633214082178,41.86,Up,2,135008923,,,CD19
cg18904855,0.406698950027436,0.822028323601737,0.415329373574301,41.53,Up,2,231693469,,,CD19
cg17138415,0.421837291278601,0.83706773687046,0.415230445591859,41.52,Up,12,107259568,RIC8B,Body,CD19
cg08430680,0.428764433739658,0.842262370946416,0.413497937206758,41.35,Up,19,1650452,TCF3,TSS200; 5'UTR,CD19
cg14031033,0.503747490440483,0.916896042834109,0.413148552393626,41.31,Up,12,48119770,P11,TSS1500,CD19
cg13299324,0.545911946482841,0.949702427028961,0.403790480546121,40.38,Up,21,40145949,NCRNA00114,TSS1500,CD19
cg19573599,0.534848561750162,0.936831894791894,0.401983333041732,40.2,Up,6,26565969,,,CD19
cg21428954,0.554013505272278,0.955946108071094,0.401932602798816,40.19,Up,22,46760505,CELSR1,Body,CD19
cg02255950,0.496653130300386,0.89456484665396,0.397911716353573,39.79,Up,6,30078290,TRIM31,Body,CD19
cg05143092,0.51707040866537,0.914773293470183,0.397702884804812,39.77,Up,6,30619209,C6orf136,Body,CD19
cg18470456,0.507427488481253,0.904112521632507,0.396685033151254,39.67,Up,13,96204493,CLDN10,TSS1500; Body,CD19
cg20770504,0.51590539656684,0.912077072497444,0.396171675930604,39.62,Up,5,82109937,,,CD19
cg19975560,0.535256607978661,0.929672314837409,0.394415706858748,39.44,Up,3,197402207,MIR922; KIAA0226,TSS1500; Body,CD19
cg22014289,0.337623510038953,0.731926941592025,0.394303431553071,39.43,Up,2,109952974,SH3RF3,Body,CD19
cg03742250,0.527333380104995,0.918335723044683,0.391002342939688,39.1,Up,17,74550235,,,CD19
cg19026231,0.514437323413897,0.904839803187735,0.390402479773837,39.04,Up,17,73761710,GALK1,TSS1500,CD19
cg09276655,0.474650473284161,0.861506665002277,0.386856191718117,38.69,Up,16,87735689,LOC100129637,Body,CD19
cg02061967,0.446837353275189,0.833507986089169,0.38667063281398,38.67,Up,2,10284324,C2orf48,Body,CD19
cg01007589,0.549858717946654,0.936306025903688,0.386447307957035,38.64,Up,19,49894178,CCDC155,Body,CD19
cg13329862,0.461068294772448,0.842879060640162,0.381810765867714,38.18,Up,6,30850876,DDR1,TSS1500,CD19
cg03649125,0.533643768866879,0.911839028201718,0.378195259334839,37.82,Up,16,4802469,ZNF500,Body,CD19
cg16696317,0.08703308416966,0.457497371832305,0.370464287662645,37.05,Up,14,96180406,TCL1A,5'UTR; 1stExon,CD19
cg02695062,0.456543785471889,0.81758234481061,0.361038559338721,36.1,Up,6,30851417,DDR1,TSS1500,CD19
cg17574471,0.606803887297656,0.965057288579882,0.358253401282226,35.83,Up,4,1834678,LETM1,Body,CD19
cg12961889,0.468605640453193,0.82568793595076,0.357082295497566,35.71,Up,11,113749001,,,CD19
cg12754854,0.568099890508217,0.924481381381332,0.356381490873115,35.64,Up,9,131682859,PHYHD1,TSS1500,CD19
cg04226232,0.50365572892603,0.858642750760886,0.354987021834856,35.5,Up,5,123775157,,,CD19
cg18445426,0.585865187917755,0.937706382055548,0.351841194137792,35.18,Up,2,89159205,,,CD19
cg09459774,0.538469373800168,0.888025863300179,0.34955648950001,34.96,Up,3,71457237,FOXP1,5'UTR,CD19
cg23445604,0.531660398266694,0.86537903776694,0.333718639500246,33.37,Up,3,46735801,ALS2CL,TSS1500,CD19
cg14507658,0.534027992809133,0.859744216695269,0.325716223886136,32.57,Up,21,46408142,,,CD19
cg00550955,0.462325815538643,0.785511565586282,0.323185750047638,32.32,Up,22,22012657,,,CD19
cg09976287,0.605839163173965,0.927711249456845,0.321872086282881,32.19,Up,6,26565965,,,CD19
cg01002242,0.638152760340201,0.952881846460204,0.314729086120003,31.47,Up,5,177729089,COL23A1,Body,CD19
cg07629149,0.604685876944415,0.918725746364662,0.314039869420247,31.4,Up,10,334731,DIP2C,Body,CD19
cg10532807,0.58770690699493,0.900254223736486,0.312547316741556,31.25,Up,17,935766,ABR,Body,CD19
cg00007800,0.507410675197705,0.816790498785005,0.3093798235873,30.94,Up,1,1838518,,,CD19
cg14136042,0.573239871864865,0.873779093149306,0.300539221284442,30.05,Up,6,31513306,ATP6V1G2; NFKBIL1,Body; TSS1500,CD19
cg00128100,0.589265183422586,0.889488176848151,0.300222993425564,30.02,Up,6,30656094,KIAA1949; NRM,TSS1500; 3'UTR,CD19
cg00396427,0.597719171421711,0.897407404335366,0.299688232913656,29.97,Up,16,25023604,ARHGAP17,Body,CD19
cg15696968,0.59343656297124,0.887857157060971,0.294420594089731,29.44,Up,6,30656070,KIAA1949; NRM,TSS1500; 3'UTR,CD19
cg16323293,0.633241046012149,0.926385625578493,0.293144579566344,29.31,Up,6,163612985,PACRG,Body,CD19
cg10696539,0.561538584580231,0.853981055969154,0.292442471388923,29.24,Up,19,2321980,LSM7,Body,CD19
cg08595490,0.634458820306135,0.922229305399265,0.287770485093131,28.78,Up,1,43317125,ZNF691,Body,CD19
cg27586410,0.6972937363751,0.984834083593943,0.287540347218842,28.75,Up,17,80818684,TBCD,Body,CD19
cg26542461,0.647549664660918,0.926765888729106,0.279216224068188,27.92,Up,1,2319614,MORN1,Body,CD19
cg07637440,0.592730284865135,0.870578759146208,0.277848474281073,27.78,Up,22,50322324,,,CD19
cg13651690,0.691374080768535,0.967377174616296,0.276003093847761,27.6,Up,14,106320748,,,CD19
cg11683191,0.655614759995352,0.886873638873576,0.231258878878223,23.13,Up,19,39813728,,,CD19
cg09548638,0.662861815496683,0.884074774098185,0.221212958601503,22.12,Up,5,148443744,SH3TC2,TSS1500,CD19
cg05051734,0.726732285864486,0.947598989575021,0.220866703710535,22.09,Up,17,3474619,TRPV1,Body,CD19
cg10836509,0.6735864726045,0.890242497791958,0.216656025187458,21.67,Up,1,226299603,,,CD19
cg00253346,0.617410053383114,0.821268923176533,0.203858869793419,20.39,Up,22,42324281,TNFRSF13C,TSS1500,CD19
cg18187680,0.256779871356041,0.059036603351575,0.197743268004467,19.77,Down,10,8095825,FLJ45983; GATA3,TSS1500,CD19
cg01768814,0.136096277033385,0.033407859924876,0.102688417108509,10.27,Down,17,65437355,PITPNC1,Body,CD19
