Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	9651680	Probing the role of homomeric and heteromeric receptor interactions in TGF-beta signaling using small molecule dimerizers.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ACVRL1
Pubmed	16612612:gr	Defective expression of Galpha12 in the testes of azoospermia patients and in the spermatozoa with low motility.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	GNA12
Pubmed	22072678:gr	Spinocerebellar ataxia type 7 cerebellar disease requires the coordinated action of mutant ataxin-7 in neurons and glia, and displays non-cell-autonomous bergmann glia degeneration.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ATXN7
Pubmed	17311893	Skeletal muscle mitochondrial FAT/CD36 content and palmitate oxidation are not decreased in obese women.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	20331851:gr	Molecular and evolutionary characteristics of the fraction of human alpha satellite DNA associated with CENP-A at the centromeres of chromosomes 1, 5, 19, and 21.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CENPA
Pubmed	18774950:gr	Suppression of hepatitis B viral gene expression by phosphoinositide 5-phosphatase SKIP.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	INPP5K
Pubmed	15978955:gr	Adhesion of Plasmodium falciparum-infected red blood cells to CD36 under flow is enhanced by the cerebral malaria-protective trait South-East Asian ovalocytosis.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	23610144:gr	The scavenger receptor CD36 downmodulates the early inflammatory response while enhancing bacterial phagocytosis during pneumococcal pneumonia.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	17804586:gr	CD36 gene deletion reduces fat preference and intake but not post-oral fat conditioning in mice.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	22438831	Antagonistic regulation of apoptosis and differentiation by the Cut transcription factor represents a tumor-suppressing mechanism in Drosophila.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CUX1
Pubmed	11468333:gr	The parkin gene is not involved in late-onset Parkinson's disease.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	19185504:gr	Cellular fatty acid uptake: a pathway under construction.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	23007990	11ß-hydroxysteroid dehydrogenase type 1 gene expression is increased in ascending aorta tissue of metabolic syndrome patients with coronary artery disease.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	19457102:gr	Impaired dopamine release and synaptic plasticity in the striatum of parkin-/- mice.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	20705921	Zyxin mediation of stretch-induced gene expression in human endothelial cells.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ZYX
Pubmed	21543762	Toll-like receptor 7 (TLR7)-driven accumulation of a novel CD11c¿ B-cell population is important for the development of autoimmunity.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	23963851	A novel mutation of the high-temperature requirement A serine peptidase 1 (HTRA1) gene in a Chinese family with cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy (CARASIL).	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HTRA1
Pubmed	23233529	Mechanism of stretch-induced activation of the mechanotransducer zyxin in vascular cells.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ZYX
Pubmed	23701286	Differences between men and women in the regulation of adipose 11ß-HSD1 and in its association with adiposity and insulin resistance.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	15132977	Triacylglycerol accumulation in human obesity and type 2 diabetes is associated with increased rates of skeletal muscle fatty acid transport and increased sarcolemmal FAT/CD36.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	10759786	Autoepitopes on autoantigen centromere protein-A (CENP-A) are restricted to the N-terminal region, which has no homology with histone H3.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CENPA
Pubmed	18596825:gr	Imiquimod, a Toll-like receptor 7 agonist, inhibits melanogenesis and proliferation of human melanocytes.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	10458166:gr	A SMAD ubiquitin ligase targets the BMP pathway and affects embryonic pattern formation.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SMURF1
Pubmed	10098842	Tyrosine phosphorylation and association of BIT with SHP-2 induced by neurotrophins.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SIRPA
Pubmed	18809435:gr	Essential roles of SHPS-1 in induction of contact hypersensitivity of skin.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SIRPA
Pubmed	21543762:gr	Toll-like receptor 7 (TLR7)-driven accumulation of a novel CD11c¿ B-cell population is important for the development of autoimmunity.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	16095760:gr	Unchanged glutamine synthetase activity and increased NMDA receptor density in epileptic human neocortex: implications for the pathophysiology of epilepsy.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	GLUL
Pubmed	23233529:gr	Mechanism of stretch-induced activation of the mechanotransducer zyxin in vascular cells.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ZYX
Pubmed	17123745:gr	Identification of genes regulated by transcription factor KLF7 in differentiating olfactory sensory neurons.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	KLF7
Pubmed	23869418	Association between a 11ß-hydroxysteroid dehydrogenase type 1 gene polymorphism and metabolic syndrome in a South Indian population.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	19273600:gr	Intramolecular disulfide bonds of the prolactin receptor short form are required for its inhibitory action on the function of the long form of the receptor.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRLR
Pubmed	15993670:gr	Expression of mouse HtrA1 serine protease in normal bone and cartilage and its upregulation in joint cartilage damaged by experimental arthritis.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HTRA1
Pubmed	18945890:gr	Parkin deficiency increases vulnerability to inflammation-related nigral degeneration.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	19688690	Expression pattern alterations of the serine protease HtrA1 in normal human placental tissues and in gestational trophoblastic diseases.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HTRA1
Pubmed	16510139:gr	Interaction partners for human ZNF384/CIZ/NMP4--zyxin as a mediator for p130CAS signaling?	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ZYX
Pubmed	14699613	Longterm follow-up in chondrodysplasia punctata, tibia-metacarpal type, demonstrating natural history.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ARSD
Pubmed	16517073	Detection of compound heterozygous deletions in the parkin gene of fibroblasts in patients with autosomal recessive hereditary parkinsonism (PARK2).	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	19739126	Long term increased expression of the short form 1b prolactin receptor in PC-3 human prostate cancer cells decreases cell growth and migration, and causes multiple changes in gene expression consistent with reduced invasive capacity.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRLR
Pubmed	23124896	Retention in the endoplasmic reticulum is the underlying mechanism of some hereditary haemorrhagic telangiectasia type 2 ALK1 missense mutations.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ACVRL1
Pubmed	10433084	Production of the islet cell antigen ICA69 (p69) with baculovirus expression system: analysis with a solid-phase time-resolved fluorescence method of sera from patients with IDDM and rheumatoid arthritis.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ICA1
Pubmed	14727181:gr	Genetics of parkin-linked disease.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	20453834:gr	Clinicopathological significance of prolactin receptor expression in colorectal carcinoma and corresponding metastases.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRLR
Pubmed	18380791	Identification of SMURF1 as a possible target for 7q21.3-22.1 amplification detected in a pancreatic cancer cell line by in-house array-based comparative genomic hybridization.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SMURF1
Pubmed	21817168	Peripheral blood monocyte-expressed ANXA2 gene is involved in pathogenesis of osteoporosis in humans.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	21364955:gr	The histone H2A variant macroH2A1 does not localize to the centrosome.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	H2AFY
Pubmed	17614935	Regulation and role of the presynaptic and myocardial Na+/H+ exchanger NHE1: effects on the sympathetic nervous system in heart failure.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SLC8A1
Pubmed	21908427	The role of the annexin A2 heterotetramer in vascular fibrinolysis.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	25439727	A peroxisomal disorder of severe intellectual disability, epilepsy, and cataracts due to fatty acyl-CoA reductase 1 deficiency.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	FAR1
Pubmed	14716297:gr	A candidate tumor suppressor HtrA1 is downregulated in ovarian cancer.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HTRA1
Pubmed	9003410	The human EBNA-2 coactivator p100: multidomain organization and relationship to the staphylococcal nuclease fold and to the tudor protein involved in Drosophila melanogaster development.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SND1
Pubmed	14684682:gr	Molecular and functional analysis identifies ALK-1 as the predominant cause of pulmonary hypertension related to hereditary haemorrhagic telangiectasia.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ACVRL1
Pubmed	23136362:gr	Toll-like receptor 7 suppresses virus replication in neurons but does not affect viral pathogenesis in a mouse model of Langat virus infection.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	26259832	How phosphoubiquitin activates Parkin.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	22691272:gr	Investigation of the role of endosomal Toll-like receptors in murine collagen-induced arthritis reveals a potential role for TLR7 in disease maintenance.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	21453287:gr	Hepatic reduction of the secondary bile acid 7-oxolithocholic acid is mediated by 11ß-hydroxysteroid dehydrogenase 1.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	12861241:gr	Associations between a polymorphism in the 11 beta hydroxysteroid dehydrogenase type I gene and body composition.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	12634850:gr	Parkin binds the Rpn10 subunit of 26S proteasomes through its ubiquitin-like domain.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	22456508:gr	Stretch-induced actin remodeling requires targeting of zyxin to stress fibers and recruitment of actin regulators.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ZYX
Pubmed	10681395	Expression of glutamine synthetase in macrophages.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	GLUL
Pubmed	16244875:gr	Impaired transcriptional upregulation of Parkin promoter variant under oxidative stress and proteasomal inhibition: clinical association.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	15494410:gr	Hsp70 and Hsp40 chaperones do not modulate retinal phenotype in SCA7 mice.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ATXN7
Pubmed	23494179	Clinical significance of annexin II expression in human non-small cell lung cancer.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	22147607	TNIP1, a retinoic acid receptor corepressor and A20-binding inhibitor of NF-¿B, distributes to both nuclear and cytoplasmic locations.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TNIP1
Pubmed	14699114:gr	Fibrillar amyloid protein present in atheroma activates CD36 signal transduction.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	18497330:gr	A specific CD36-dependent signaling pathway is required for platelet activation by oxidized low-density lipoprotein.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	11839750	Caspase-mediated parkin cleavage in apoptotic cell death.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	12112109:gr	Role of parkin mutations in 111 community-based patients with early-onset parkinsonism.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	19285961:gr	Regulation of DNA repair by parkin.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	21765012:gr	Imiquimod-induced TLR7 signaling enhances repair of DNA damage induced by ultraviolet light in bone marrow-derived cells.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	23362937	Glutamine synthetase expression in activated hepatocyte progenitor cells and loss of hepatocellular expression in congestion and cirrhosis.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	GLUL
Pubmed	20939828	CD36 as a multiple-ligand signaling receptor in atherothrombosis.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	22615570:gr	Interferon-induced Ifit2/ISG54 protects mice from lethal VSV neuropathogenesis.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	IFIT2
Pubmed	11668637	Variability of the CD36 gene in West Africa.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	8781774	Islet cell autoantigen 69 antibodies in IDDM.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ICA1
Pubmed	23007990:gr	11ß-hydroxysteroid dehydrogenase type 1 gene expression is increased in ascending aorta tissue of metabolic syndrome patients with coronary artery disease.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	20629119:gr	Nonmotor symptoms in Parkin gene-related parkinsonism.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	14614460	Alterations in the common fragile site gene Parkin in ovarian and other cancers.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	16476817	Heterogeneous phenotype in a family with compound heterozygous parkin gene mutations.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	16839455:gr	A simulation study to rescue the Na+/Ca2+ exchanger knockout mice.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SLC8A1
Pubmed	16399865:gr	Cells expressing unique Na+/Ca2+ exchange (NCX1) splice variants exhibit different susceptibilities to Ca2+ overload.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SLC8A1
Pubmed	17680541:gr	[Mutation detection of parkin gene by denaturing high performance liquid chromatography].	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	17189700:gr	Preventing polyglutamine-induced activation of c-Jun delays neuronal dysfunction in a mouse model of SCA7 retinopathy.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ATXN7
Pubmed	22113854	Polymorphism of the CD36 Gene and Cardiovascular Risk Factors in Patients with Coronary Artery Disease Manifested at a Young Age.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	19136129:gr	CD36 T188G gene polymorphism and severe falciparum malaria in India.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	12453878:gr	Activin receptor-like kinase 1 is implicated in the maturation phase of angiogenesis.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ACVRL1
Pubmed	7935318	Multiple cyclic nucleotide phosphodiesterases.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PDE11A
Pubmed	18383384:gr	Requirement of Toll-like receptor 7 for pristane-induced production of autoantibodies and development of murine lupus nephritis.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	24019232	Identification of annexin II as a novel secretory biomarker for breast cancer.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	22940536:gr	11ß-Hydroxysteroid dehydrogenase type 1 contributes to the regulation of 7-oxysterol levels in the arterial wall through the inter-conversion of 7-ketocholesterol and 7ß-hydroxycholesterol.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	21958189:gr	Active Toll-like receptor-7 triggering of chronic lymphocytic leukemia B-cells by imiquimod.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	17570398:gr	The histone domain of macroH2A1 contains several dispersed elements that are each sufficient to direct enrichment on the inactive X chromosome.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	H2AFY
Pubmed	22541558	Haploinsufficiency of SF3B4, a component of the pre-mRNA spliceosomal complex, causes Nager syndrome.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SF3B4
Pubmed	20124460:gr	ALK1-Fc inhibits multiple mediators of angiogenesis and suppresses tumor growth.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ACVRL1
Pubmed	16962040	[Role of chromatin alterations in neurodegeneration induced by polyglutamine-expanded ataxin-7].	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ATXN7
Pubmed	14673092:gr	Murine and human zona pellucida 3 derived from mouse eggs express identical O-glycans.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ZP3
Pubmed	16609938	Increased expression and phosphorylation of liver glutamine synthetase in well-differentiated hepatocellular carcinoma tissues from patients infected with hepatitis C virus.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	GLUL
Pubmed	14719070:gr	Ribozyme mediated down-regulation of thrombospondin receptor CD36 inhibits the growth of the human osteosarcoma cell line.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	19223164:gr	Signal regulatory protein alpha (SIRPalpha)/CD47 interaction and function.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SIRPA
Pubmed	19065049:gr	CD36 modulates migration of mouse and human macrophages in response to oxidized LDL and may contribute to macrophage trapping in the arterial intima.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	23612224	11ß-Hydroxysteroid dehydrogenase 1: translational and therapeutic aspects.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	26163245	The expression of 11¿-hydroxysteroid dehydrogenase type 1 and 2 in nasal polyp-derived epithelial cells and its possible contribution to glucocorticoid activation in nasal polyp.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	15995148	Expression of PDE11A in normal and malignant human tissues.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PDE11A
Pubmed	17711622	[An analysis of annexin II related to HCC metastatic ability].	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	20826586:gr	Cerebrospinal fluid corticosteroid levels and cortisol metabolism in patients with idiopathic intracranial hypertension: a link between 11beta-HSD1 and intracranial pressure regulation?	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	20015551	Annexin A2 on lung epithelial cell surface is recognized by severe acute respiratory syndrome-associated coronavirus spike domain 2 antibodies.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	12576469:gr	Polysialic acid in human milk. CD36 is a new member of mammalian polysialic acid-containing glycoprotein.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	15979077:gr	Vitamin E inhibits CD36 scavenger receptor expression in hypercholesterolemic rabbits.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	19289089:gr	Annexin A2-dependent polymerization of actin mediates endosome biogenesis.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	26196246	Targeting annexin A2 reduces tumorigenesis and therapeutic resistance of nasopharyngeal carcinoma.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	18427598	Human HtrA1 in the archived eyes with age-related macular degeneration.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HTRA1
Pubmed	7647798	The gene for autosomal dominant cerebellar ataxia with pigmentary macular dystrophy maps to chromosome 3p12-p21.1.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ATXN7
Pubmed	23391921:gr	The involvement of annexin II in resistance to UVB-induced cell death and in the increased nucleotide excision repair capacity of UV-damaged DNA in human cells.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	12082075:gr	Cell cycle-dependent localization of macroH2A in chromatin of the inactive X chromosome.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	H2AFY
Pubmed	20075072:gr	CD36 is a novel serum amyloid A (SAA) receptor mediating SAA binding and SAA-induced signaling in human and rodent cells.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	15192821	[New polymorphism (IVS3-20 T-->C) of the parkin gene associated with the early-onset Parkinson's disease in Chinese].	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	26095602	Anti-metastatic outcome of isoform-specific prolactin receptor targeting in breast cancer.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRLR
Pubmed	16675569	Expression of novel molecules, MICAL2-PV (MICAL2 prostate cancer variants), increases with high Gleason score and prostate cancer progression.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	MICAL2
Pubmed	11570823	Transcription activating property of autoantigen SG2NA and modulating effect of WD-40 repeats.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	STRN3
Pubmed	16855188	11beta-hydroxysteroid dehydrogenase type 1 mRNA is increased in both visceral and subcutaneous adipose tissue of obese patients.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	18067591:gr	CD36 mRNA expression is increased in CD14+ monocytes of patients with coronary heart disease.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	21736538:gr	Effects of menopause on hepatic 11ß-hydroxysteroid dehydrogenase type 1 activity and adrenal sensitivity to adrenocorticotropin in healthy non-obese women.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	20800584	Parkin dosage mutations in patients with early-onset sporadic and familial Parkinson's disease in Chinese: an independent pathogenic role.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	22275803	The association of CD36 variants with polypoidal choroidal vasculopathy compared to typical neovascular age-related macular degeneration.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	14645511:gr	Mutation of a conserved hydrophobic patch prevents incorporation of ZP3 into the zona pellucida surrounding mouse eggs.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ZP3
Pubmed	12054470:gr	The use of proteolysis to study the structure of nardilysin.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	NRDC
Pubmed	22851710:gr	Increased susceptibility to Salmonella infection in signal regulatory protein ¿-deficient mice.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SIRPA
Pubmed	16738309:gr	macroH2A1 histone variants are depleted on active genes but concentrated on the inactive X chromosome.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	H2AFY
Pubmed	15746095	Selective uncoupling of G alpha 12 from Rho-mediated signaling.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	GNA12
Pubmed	19821521	Impaired expression and function of toll-like receptor 7 in hepatitis C virus infection in human hepatoma cells.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	12134038:gr	Critical role for protein tyrosine phosphatase SHP-1 in controlling infection of central nervous system glia and demyelination by Theiler's murine encephalomyelitis virus.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SIRPA
Pubmed	19789634:gr	Design of RNAi hairpins for mutation-specific silencing of ataxin-7 and correction of a SCA7 phenotype.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ATXN7
Pubmed	12000718	Parkin localizes to the Lewy bodies of Parkinson disease and dementia with Lewy bodies.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	22796920:gr	Hypomethylation of dual specificity phosphatase 22 promoter correlates with duration of service in firefighters and is inducible by low-dose benzo[a]pyrene.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	DUSP22
Pubmed	21111044	The 83,557insA variant of the gene coding 11ß-hydroxysteroid dehydrogenase type 1 enzyme associates with serum osteocalcin in patients with endogenous Cushing's syndrome.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HSD11B1
Pubmed	16434394:gr	Phospholemman inhibition of the cardiac Na+/Ca2+ exchanger. Role of phosphorylation.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	SLC8A1
Pubmed	20684828:gr	Specific binding of hypochlorite-oxidized HDL to platelet CD36 triggers proinflammatory and procoagulant effects.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	22050542	CD36 c.1264 T>G null mutation impairs acquisition of IgG antibodies to Plasmodium falciparum MSP1¿¿ antigen and is associated with higher malaria incidences in Tanzanian children.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	26310622	Synonymous variants in HTRA1 implicated in AMD susceptibility impair its capacity to regulate TGF-¿ signaling.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	HTRA1
Pubmed	26599579	Influence of glutamine synthetase gene polymorphisms on the development of hyperammonemia during valproic acid-based therapy.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	GLUL
Pubmed	21357697:gr	Moderate calcium channel dysfunction in adult mice with inducible cardiomyocyte-specific excision of the cacnb2 gene.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CACNB2
