IlmnID,specific_cell_mean_beta,other_cells_mean_beta,abs_diff,percent_diff,change,CHR,MAPINFO,gene,feature,CellType
cg19861842,0.211613595771733,0.868731360137012,0.657117764365279,65.71,Up,8,22855745,RHOBTB2,Body; TSS1500,CD19
cg08961187,0.222121816947485,0.878890867484243,0.656769050536758,65.68,Up,6,37648275,MDGA1,Body,CD19
cg17304531,0.215485681740168,0.871775654624959,0.65628997288479,65.63,Up,3,197401639,MIR922; KIAA0226,TSS200; 3'UTR,CD19
cg26635451,0.23078677604083,0.886298000424766,0.655511224383936,65.55,Up,12,89749142,,,CD19
cg00770471,0.217768632575338,0.873154826270853,0.655386193695515,65.54,Up,4,39637530,C4orf34,5'UTR,CD19
cg24710951,0.181503749266585,0.836741152140118,0.655237402873533,65.52,Up,6,30656530,KIAA1949; NRM,TSS1500; Body,CD19
cg10729706,0.203925666779034,0.856999949451123,0.653074282672089,65.31,Up,X,118830530,,,CD19
cg24045212,0.130372749192742,0.78237060442386,0.651997855231118,65.2,Up,7,2020131,MAD1L1,Body,CD19
cg03324175,0.165012956979177,0.816097079654613,0.651084122675436,65.11,Up,11,61124464,CYBASC3,TSS200; 5'UTR; Body,CD19
cg06288355,0.167009970328963,0.817847872353237,0.650837902024275,65.08,Up,11,36589379,RAG1,TSS200,CD19
cg21494075,0.19372759138887,0.84430600986141,0.65057841847254,65.06,Up,11,129817717,PRDM10,TSS1500; Body,CD19
cg26826183,0.196836265010436,0.84733699628645,0.650500731276014,65.05,Up,19,10231701,EIF3G,TSS1500,CD19
cg06372779,0.252953437781995,0.897655796937056,0.644702359155062,64.47,Up,7,24972527,OSBPL3,5'UTR,CD19
cg19149132,0.309770543125896,0.953990810542911,0.644220267417015,64.42,Up,10,130854436,,,CD19
cg26284388,0.276486735533705,0.919335631973732,0.642848896440028,64.28,Up,10,126289835,LHPP,Body,CD19
cg16411445,0.308749305599689,0.950304638539941,0.641555332940252,64.16,Up,21,40145923,NCRNA00114,TSS1500,CD19
cg04289069,0.236224234666841,0.876224573200172,0.640000338533331,64,Up,10,14968808,DCLRE1C,Body,CD19
cg19931733,0.228239423795543,0.867258281988716,0.639018858193173,63.9,Up,2,30382574,YPEL5,3'UTR,CD19
cg24777505,0.255204259071864,0.894063080651866,0.638858821580002,63.89,Up,17,80829604,TBCD,Body,CD19
cg26946905,0.253505694651938,0.889656498114226,0.636150803462288,63.62,Up,16,89441595,ANKRD11,5'UTR,CD19
cg14508705,0.27806588595893,0.910237181447867,0.632171295488937,63.22,Up,1,172360182,DNM3,Body,CD19
cg13443938,0.122562179072386,0.75464651491772,0.632084335845334,63.21,Up,1,4087214,,,CD19
cg17983657,0.23448094237172,0.866508398544014,0.632027456172294,63.2,Up,11,64187747,,,CD19
cg23275914,0.213043855814401,0.844398224171451,0.63135436835705,63.14,Up,1,1114914,TTLL10,Body; TSS200,CD19
cg01758575,0.142787564753839,0.773804761426038,0.631017196672199,63.1,Up,16,28943288,CD19,1stExon; 5'UTR,CD19
cg03730703,0.252069437849179,0.880865362779904,0.628795924930725,62.88,Up,1,160173841,PEA15,TSS1500,CD19
cg03969079,0.328186694698275,0.956463112785731,0.628276418087456,62.83,Up,10,63759909,ARID5B,Body,CD19
cg18749990,0.22914959980799,0.857447466396951,0.628297866588962,62.83,Up,3,35678023,,,CD19
cg18452449,0.138329213772755,0.764062798998539,0.625733585225784,62.57,Up,3,52260671,TLR9,TSS1500,CD19
cg02393092,0.269460482198489,0.89410564091283,0.624645158714341,62.46,Up,9,131444897,SET,TSS1500,CD19
cg13471712,0.172745822360183,0.796493772071869,0.623747949711686,62.37,Up,11,45952237,PHF21A,3'UTR,CD19
cg27627493,0.187363312346353,0.80951767873505,0.622154366388696,62.22,Up,15,63767360,,,CD19
cg02092514,0.301704511159791,0.923345057136529,0.621640545976738,62.16,Up,17,80873656,TBCD,Body,CD19
cg10605766,0.28171834049583,0.902361565034447,0.620643224538617,62.06,Up,3,121512184,IQCB1,Body,CD19
cg07877964,0.23757370505243,0.858026626732516,0.620452921680087,62.05,Up,16,9023363,USP7,Body,CD19
cg02309230,0.140299540405906,0.759969960911937,0.619670420506031,61.97,Up,6,4612064,,,CD19
cg16661609,0.229046037229698,0.845940644220094,0.616894606990396,61.69,Up,19,55172983,LILRB4,TSS1500,CD19
cg04346861,0.270230445867864,0.886285096987667,0.616054651119803,61.61,Up,2,240291097,HDAC4,5'UTR,CD19
cg19263161,0.300652602598133,0.916751647788896,0.616099045190762,61.61,Up,7,1144982,C7orf50,Body,CD19
cg02630207,0.238191372191558,0.853969391622936,0.615778019431378,61.58,Up,2,45839653,SRBD1,TSS1500,CD19
cg19488149,0.264410688135095,0.877447418071073,0.613036729935977,61.3,Up,6,89322387,RNGTT,3'UTR,CD19
cg07652788,0.294787692129642,0.907026921945011,0.612239229815369,61.22,Up,10,133598589,,,CD19
cg27224881,0.284012768463813,0.895930759152313,0.6119179906885,61.19,Up,15,33191698,FMN1,Body,CD19
cg18085787,0.202859902324709,0.814380655664324,0.611520753339615,61.15,Up,Y,14646665,,,CD19
cg04232098,0.246840514807612,0.857150485172055,0.610309970364443,61.03,Up,3,112607776,,,CD19
cg03786808,0.172856017386987,0.783054780692929,0.610198763305941,61.02,Up,17,41994384,C17orf88,TSS200,CD19
cg05623815,0.214750845025007,0.821116647176984,0.606365802151978,60.64,Up,10,114602832,,,CD19
cg08163918,0.275837733138464,0.881794649128158,0.605956915989693,60.6,Up,12,57628654,SHMT2,3'UTR; Body,CD19
cg00893424,0.287672719705051,0.893254228492931,0.60558150878788,60.56,Up,13,23919407,SACS,Body,CD19
cg10278046,0.287159292940749,0.892445286998435,0.605285994057687,60.53,Up,16,4802848,ZNF500,Body,CD19
cg06083001,0.299181052771399,0.904200678109273,0.605019625337874,60.5,Up,1,41478189,CTPS,3'UTR,CD19
cg02053451,0.260589017095621,0.865154077848043,0.604565060752422,60.46,Up,2,47922605,,,CD19
cg00409309,0.22496696507773,0.828358601273829,0.603391636196099,60.34,Up,6,32783551,HLA-DOB,Body,CD19
cg26574610,0.20833352659711,0.810034473473048,0.601700946875938,60.17,Up,22,24095989,VPREB3,Body,CD19
cg13503476,0.102221870722103,0.701665786366033,0.59944391564393,59.94,Up,1,113599742,,,CD19
cg13738075,0.178943716165094,0.777906327630011,0.598962611464918,59.9,Up,13,114793125,RASA3,Body,CD19
cg18933943,0.284703567440705,0.881764546230497,0.597060978789792,59.71,Up,4,157770752,PDGFC,Body,CD19
cg22301418,0.316084512208203,0.913124994881513,0.59704048267331,59.7,Up,13,113514151,ATP11A,Body,CD19
cg02167837,0.171831856312234,0.766584623227022,0.594752766914789,59.48,Up,14,101535205,,,CD19
cg16706613,0.265633292003947,0.859620658610938,0.593987366606991,59.4,Up,12,52423671,,,CD19
cg26534812,0.227417867855995,0.819715847192252,0.592297979336257,59.23,Up,17,75524155,,,CD19
cg06794543,0.29451997699227,0.886102111220961,0.591582134228692,59.16,Up,15,42749748,ZFP106,TSS200,CD19
cg18072687,0.257524381619255,0.849006665897714,0.591482284278459,59.15,Up,11,2406272,CD81,Body,CD19
cg26870057,0.270260924266146,0.860338347670997,0.590077423404852,59.01,Up,2,118947242,,,CD19
cg14875327,0.3520460633597,0.938312056337771,0.586265992978071,58.63,Up,3,197081654,,,CD19
cg10462187,0.088381567247938,0.674363942957596,0.585982375709657,58.6,Up,10,124067402,BTBD16,Body,CD19
cg00326300,0.216377576744367,0.80205038371526,0.585672806970893,58.57,Up,1,33772032,,,CD19
cg22192069,0.299177745060525,0.884649630577383,0.585471885516857,58.55,Up,6,13305324,TBC1D7,3'UTR,CD19
cg05859441,0.22753236127237,0.812141820534279,0.584609459261909,58.46,Up,16,24989662,ARHGAP17,Body,CD19
cg12534645,0.133532973159832,0.718052312545065,0.584519339385233,58.45,Up,5,149636295,CAMK2A,Body,CD19
cg25589371,0.244147420806548,0.827936040091243,0.583788619284695,58.38,Up,7,2477790,,,CD19
cg13475995,0.120082590645312,0.703428775044322,0.58334618439901,58.33,Up,10,5882576,,,CD19
cg08102294,0.227101060672452,0.810227756210047,0.583126695537595,58.31,Up,3,13063918,IQSEC1,Body,CD19
cg10854528,0.360513375048606,0.94339690951055,0.582883534461945,58.29,Up,2,54855934,SPTBN1,Body,CD19
cg25263238,0.267207289267904,0.850064668632445,0.582857379364542,58.29,Up,10,98031750,BLNK,TSS1500,CD19
cg02087075,0.211136957134913,0.792442323817039,0.581305366682126,58.13,Up,6,44226395,SLC35B2; NFKBIE,TSS1500; 3'UTR,CD19
cg00682125,0.307096921335636,0.887426770420284,0.580329849084648,58.03,Up,6,20999098,CDKAL1,Body,CD19
cg16397077,0.312359666515972,0.892476730668315,0.580117064152342,58.01,Up,X,106146809,CLDN2; RIPPLY1,5'UTR; TSS1500,CD19
cg05613017,0.331375897583612,0.910755639991831,0.579379742408219,57.94,Up,12,65589446,LEMD3,Body,CD19
cg19171272,0.306760794172816,0.884120470504652,0.577359676331836,57.74,Up,22,38449367,,,CD19
cg27236007,0.275951782682263,0.850729040560639,0.574777257878376,57.48,Up,2,33755653,RASGRP3,Body,CD19
cg19610383,0.294733175834317,0.869162029320738,0.574428853486421,57.44,Up,8,26485445,DPYSL2,Body,CD19
cg16194437,0.28964150045188,0.86101845001686,0.57137694956498,57.14,Up,7,94185174,CASD1,3'UTR,CD19
cg00362381,0.317894967424199,0.884009686278178,0.566114718853979,56.61,Up,16,665320,RAB40C,Body,CD19
cg14078070,0.238390015876168,0.804155086689861,0.565765070813693,56.58,Up,6,167051518,RPS6KA2,Body,CD19
cg00511027,0.296594128239384,0.862235163731781,0.565641035492397,56.56,Up,7,1062887,C7orf50; MIR339,Body; TSS1500,CD19
cg05119467,0.294997200076147,0.858141798040335,0.563144597964188,56.31,Up,1,1765440,GNB1,5'UTR,CD19
cg13545633,0.219865728794723,0.782913158010989,0.563047429216266,56.3,Up,17,75524350,,,CD19
cg14866547,0.286631955976832,0.848009316524411,0.561377360547578,56.14,Up,6,133636216,EYA4,Body,CD19
cg22458693,0.310546895676997,0.871352360849494,0.560805465172497,56.08,Up,19,55173503,LILRB4,TSS1500,CD19
cg07912723,0.306741610377727,0.866037796897776,0.559296186520049,55.93,Up,1,2032058,PRKCZ,Body; 5'UTR,CD19
cg01741999,0.11957693988434,0.677366436453559,0.557789496569219,55.78,Up,2,219137824,PNKD,Body,CD19
cg03922146,0.32546222053791,0.882220487329832,0.556758266791922,55.68,Up,6,30656499,KIAA1949; NRM,TSS1500; Body,CD19
cg10498814,0.347923142049173,0.904148122124148,0.556224980074975,55.62,Up,2,86142098,,,CD19
cg05234415,0.154768261041618,0.710594863167891,0.555826602126273,55.58,Up,19,38743744,PPP1R14A,Body,CD19
cg09432758,0.233198297476035,0.787906913402592,0.554708615926557,55.47,Up,19,1649123,TCF3,Body,CD19
cg21720802,0.226964510585712,0.776658313415438,0.549693802829726,54.97,Up,11,66232921,PELI3,TSS1500,CD19
cg11051295,0.330733214948117,0.879999883194299,0.549266668246182,54.93,Up,4,185876283,,,CD19
cg09437994,0.395377881928672,0.943300959909152,0.54792307798048,54.79,Up,16,89035147,CBFA2T3,Body,CD19
cg27597505,0.213252177534705,0.758314867490751,0.545062689956046,54.51,Up,12,54148217,,,CD19
cg06452129,0.34420672869617,0.888454612489192,0.544247883793022,54.42,Up,16,85265566,,,CD19
cg13826666,0.395425607226426,0.937373697249242,0.541948090022816,54.19,Up,9,136600241,SARDH,5'UTR,CD19
cg17157198,0.360676576897026,0.898384969522507,0.537708392625481,53.77,Up,7,50367171,IKZF1,Body,CD19
cg12453504,0.314256835197492,0.851286712514954,0.537029877317462,53.7,Up,4,185382704,IRF2,5'UTR,CD19
cg00471368,0.316026452935182,0.850910897243824,0.534884444308642,53.49,Up,16,81817629,PLCG2,5'UTR,CD19
cg01259220,0.322185196424419,0.852853659487973,0.530668463063554,53.07,Up,7,914964,C7orf20,TSS1500,CD19
cg04848693,0.385405355467007,0.915990701038947,0.530585345571941,53.06,Up,7,2078786,MAD1L1,Body,CD19
cg07979271,0.308562460717301,0.839004078722532,0.530441618005231,53.04,Up,19,50921353,SPIB,TSS1500,CD19
cg11256132,0.37352784927245,0.902460191354252,0.528932342081803,52.89,Up,1,244515893,C1orf100,TSS200,CD19
cg16931707,0.401630215601668,0.928965427606934,0.527335212005266,52.73,Up,12,42873202,PRICKLE1,5'UTR,CD19
cg02294870,0.313228663840348,0.839455276821901,0.526226612981553,52.62,Up,17,41479663,,,CD19
cg19846040,0.391918612372253,0.914887913252371,0.522969300880118,52.3,Up,2,55015049,EML6,Body,CD19
cg12807237,0.238807942052747,0.756015871736813,0.517207929684066,51.72,Up,10,134729045,,,CD19
cg22685009,0.361512599061248,0.876255963043389,0.514743363982141,51.47,Up,5,71597700,MRPS27,Body,CD19
cg27060355,0.398461228858138,0.912025208092929,0.513563979234791,51.36,Up,2,40590871,SLC8A1,Body,CD19
cg25183263,0.31578092724508,0.825861667198257,0.510080739953177,51.01,Up,17,25949090,KSR1,3'UTR,CD19
cg09997532,0.366772928712333,0.875743287580363,0.50897035886803,50.9,Up,4,11403999,HS3ST1,5'UTR,CD19
cg02723774,0.352987989519782,0.861562701957227,0.508574712437445,50.86,Up,17,1378119,MYO1C,Body,CD19
cg06443678,0.455636531690541,0.963259279277737,0.507622747587197,50.76,Up,17,55785087,,,CD19
cg22688656,0.350135791568298,0.857647894307217,0.507512102738918,50.75,Up,13,109812464,MYO16,Body,CD19
cg25643229,0.21776759645336,0.725108038131981,0.50734044167862,50.73,Up,5,139120209,,,CD19
cg09426937,0.276569573337605,0.781991615713137,0.505422042375532,50.54,Up,16,70453185,ST3GAL2,5'UTR,CD19
cg17477946,0.381644508370769,0.886874833028727,0.505230324657958,50.52,Up,17,80818599,TBCD,Body,CD19
cg14741870,0.375556761254818,0.87607332326862,0.500516562013803,50.05,Up,6,30174091,TRIM26,5'UTR,CD19
cg13947310,0.392957495229287,0.892876842856684,0.499919347627397,49.99,Up,7,132123957,PLXNA4,Body,CD19
cg19730982,0.230218409676156,0.729500452386652,0.499282042710496,49.93,Up,7,1062729,C7orf50; MIR339,Body; TSS200,CD19
cg01502811,0.354021813571564,0.851776193361909,0.497754379790344,49.78,Up,16,49869755,,,CD19
cg18476690,0.433948762865688,0.930650972725566,0.496702209859878,49.67,Up,11,61125255,CYBASC3,TSS1500; 5'UTR,CD19
cg19769715,0.386370635357719,0.882463589859483,0.496092954501764,49.61,Up,5,149636363,CAMK2A,Body,CD19
cg12661092,0.339716884965693,0.835376721979104,0.495659837013411,49.57,Up,10,98861029,SLIT1,Body,CD19
cg15129663,0.395974494317235,0.891195780312685,0.495221285995451,49.52,Up,1,171249942,FMO1,Body,CD19
cg18069144,0.399105105754777,0.892765570189131,0.493660464434355,49.37,Up,2,202967371,,,CD19
cg08130572,0.577614077090787,0.086613228455796,0.491000848634991,49.1,Down,6,112081102,FYN,5'UTR; TSS1500,CD19
cg11257300,0.382510269508358,0.872789426461306,0.490279156952947,49.03,Up,1,113229103,MOV10,Body,CD19
cg19463199,0.368346717705546,0.858456347368212,0.490109629662666,49.01,Up,3,197401858,MIR922; KIAA0226,TSS1500; 3'UTR,CD19
cg22558673,0.330779894389157,0.82084342159746,0.490063527208304,49.01,Up,1,35257858,GJA4,TSS1500,CD19
cg19702194,0.413699330396578,0.903150049168215,0.489450718771636,48.95,Up,2,121051780,RALB,3'UTR,CD19
cg11758283,0.384527118974625,0.873872128342854,0.489345009368228,48.93,Up,6,7998697,,,CD19
cg04319732,0.408396362881327,0.897564667549387,0.48916830466806,48.92,Up,3,107938271,IFT57,Body,CD19
cg02484343,0.484965811559649,0.971723796273159,0.48675798471351,48.68,Up,16,2284734,E4F1,Body,CD19
cg25314733,0.410528171021386,0.896105287810021,0.485577116788634,48.56,Up,7,2247473,MAD1L1,Body,CD19
cg21329649,0.381254958872552,0.864126248321038,0.482871289448486,48.29,Up,7,1901840,MAD1L1,Body,CD19
cg08003321,0.413014490529399,0.894968103907349,0.481953613377951,48.2,Up,17,8815843,PIK3R5,5'UTR; TSS200,CD19
cg16724800,0.254184928515681,0.735967259922929,0.481782331407249,48.18,Up,1,121259813,LOC647121,TSS1500,CD19
cg08412215,0.451039832604514,0.929297378484527,0.478257545880012,47.83,Up,12,102137391,,,CD19
cg08780166,0.386647940700706,0.863072084577654,0.476424143876948,47.64,Up,2,40470864,SLC8A1,Body,CD19
cg02980499,0.394276609494406,0.870507647002676,0.47623103750827,47.62,Up,10,98031964,BLNK,TSS1500,CD19
cg16531348,0.425785539410795,0.900676870532776,0.474891331121981,47.49,Up,21,45377217,AGPAT3,5'UTR,CD19
cg22679120,0.184855320211301,0.656044840812702,0.471189520601401,47.12,Up,7,2353402,SNX8,Body,CD19
cg14412639,0.470059529311413,0.938167289466545,0.468107760155132,46.81,Up,9,34098451,DCAF12,Body,CD19
cg03515464,0.264238460913236,0.728047352696981,0.463808891783745,46.38,Up,14,101015513,BEGAIN,Body,CD19
cg17117794,0.434703181870446,0.897019460813509,0.462316278943064,46.23,Up,6,20533952,CDKAL1,TSS1500,CD19
cg14467066,0.336128301243462,0.798250584827181,0.462122283583719,46.21,Up,17,79419739,BAHCC1,Body,CD19
cg24065957,0.454165612481788,0.916109880546369,0.46194426806458,46.19,Up,5,53389853,ARL15,Body,CD19
cg08139729,0.41733463847455,0.877679805869006,0.460345167394457,46.03,Up,1,41984243,HIVEP3,Body,CD19
cg06966462,0.415717518358877,0.87528045274866,0.459562934389783,45.96,Up,2,9612807,CPSF3,Body,CD19
cg15094117,0.386865321633649,0.843673589361786,0.456808267728137,45.68,Up,5,147184031,,,CD19
cg16523158,0.406929666849248,0.862589225746129,0.45565955889688,45.57,Up,6,167535171,CCR6,TSS1500; 5'UTR,CD19
cg14613361,0.341991538180456,0.796967234696129,0.454975696515672,45.5,Up,1,109751302,,,CD19
cg14029759,0.390706648435636,0.842976338979405,0.45226969054377,45.23,Up,6,5764816,FARS2,Body,CD19
cg18264210,0.393503408876917,0.845065731178279,0.451562322301362,45.16,Up,2,465195,,,CD19
cg09799039,0.492249525613295,0.942479547218467,0.450230021605172,45.02,Up,2,240213875,HDAC4,Body,CD19
cg15133201,0.449468640236316,0.896029572323041,0.446560932086725,44.66,Up,1,248852044,,,CD19
cg00804510,0.489154692619172,0.931348586853754,0.442193894234582,44.22,Up,X,154302208,BRCC3,Body,CD19
cg15181441,0.462373360265652,0.902754043077728,0.440380682812077,44.04,Up,6,126429144,,,CD19
cg12393275,0.46690393722817,0.904340067951893,0.437436130723723,43.74,Up,2,79312224,REG1B,3'UTR,CD19
cg26555531,0.424597524576122,0.852666388592231,0.428068864016109,42.81,Up,10,1507708,ADARB2,Body,CD19
cg08251036,0.511654192054424,0.930287406136602,0.418633214082178,41.86,Up,2,135008923,,,CD19
cg18904855,0.406698950027436,0.822028323601737,0.415329373574301,41.53,Up,2,231693469,,,CD19
cg17138415,0.421837291278601,0.83706773687046,0.415230445591859,41.52,Up,12,107259568,RIC8B,Body,CD19
cg08430680,0.428764433739658,0.842262370946416,0.413497937206758,41.35,Up,19,1650452,TCF3,TSS200; 5'UTR,CD19
cg14031033,0.503747490440483,0.916896042834109,0.413148552393626,41.31,Up,12,48119770,P11,TSS1500,CD19
cg13299324,0.545911946482841,0.949702427028961,0.403790480546121,40.38,Up,21,40145949,NCRNA00114,TSS1500,CD19
cg19573599,0.534848561750162,0.936831894791894,0.401983333041732,40.2,Up,6,26565969,,,CD19
cg21428954,0.554013505272278,0.955946108071094,0.401932602798816,40.19,Up,22,46760505,CELSR1,Body,CD19
cg02255950,0.496653130300386,0.89456484665396,0.397911716353573,39.79,Up,6,30078290,TRIM31,Body,CD19
cg05143092,0.51707040866537,0.914773293470183,0.397702884804812,39.77,Up,6,30619209,C6orf136,Body,CD19
cg18470456,0.507427488481253,0.904112521632507,0.396685033151254,39.67,Up,13,96204493,CLDN10,TSS1500; Body,CD19
cg20770504,0.51590539656684,0.912077072497444,0.396171675930604,39.62,Up,5,82109937,,,CD19
cg19975560,0.535256607978661,0.929672314837409,0.394415706858748,39.44,Up,3,197402207,MIR922; KIAA0226,TSS1500; Body,CD19
cg22014289,0.337623510038953,0.731926941592025,0.394303431553071,39.43,Up,2,109952974,SH3RF3,Body,CD19
cg03742250,0.527333380104995,0.918335723044683,0.391002342939688,39.1,Up,17,74550235,,,CD19
cg19026231,0.514437323413897,0.904839803187735,0.390402479773837,39.04,Up,17,73761710,GALK1,TSS1500,CD19
cg09276655,0.474650473284161,0.861506665002277,0.386856191718117,38.69,Up,16,87735689,LOC100129637,Body,CD19
cg02061967,0.446837353275189,0.833507986089169,0.38667063281398,38.67,Up,2,10284324,C2orf48,Body,CD19
cg01007589,0.549858717946654,0.936306025903688,0.386447307957035,38.64,Up,19,49894178,CCDC155,Body,CD19
cg13329862,0.461068294772448,0.842879060640162,0.381810765867714,38.18,Up,6,30850876,DDR1,TSS1500,CD19
cg03649125,0.533643768866879,0.911839028201718,0.378195259334839,37.82,Up,16,4802469,ZNF500,Body,CD19
cg16696317,0.08703308416966,0.457497371832305,0.370464287662645,37.05,Up,14,96180406,TCL1A,5'UTR; 1stExon,CD19
cg02695062,0.456543785471889,0.81758234481061,0.361038559338721,36.1,Up,6,30851417,DDR1,TSS1500,CD19
cg17574471,0.606803887297656,0.965057288579882,0.358253401282226,35.83,Up,4,1834678,LETM1,Body,CD19
cg12961889,0.468605640453193,0.82568793595076,0.357082295497566,35.71,Up,11,113749001,,,CD19
cg12754854,0.568099890508217,0.924481381381332,0.356381490873115,35.64,Up,9,131682859,PHYHD1,TSS1500,CD19
cg04226232,0.50365572892603,0.858642750760886,0.354987021834856,35.5,Up,5,123775157,,,CD19
cg18445426,0.585865187917755,0.937706382055548,0.351841194137792,35.18,Up,2,89159205,,,CD19
cg09459774,0.538469373800168,0.888025863300179,0.34955648950001,34.96,Up,3,71457237,FOXP1,5'UTR,CD19
cg23445604,0.531660398266694,0.86537903776694,0.333718639500246,33.37,Up,3,46735801,ALS2CL,TSS1500,CD19
cg14507658,0.534027992809133,0.859744216695269,0.325716223886136,32.57,Up,21,46408142,,,CD19
cg00550955,0.462325815538643,0.785511565586282,0.323185750047638,32.32,Up,22,22012657,,,CD19
cg09976287,0.605839163173965,0.927711249456845,0.321872086282881,32.19,Up,6,26565965,,,CD19
cg01002242,0.638152760340201,0.952881846460204,0.314729086120003,31.47,Up,5,177729089,COL23A1,Body,CD19
cg07629149,0.604685876944415,0.918725746364662,0.314039869420247,31.4,Up,10,334731,DIP2C,Body,CD19
cg10532807,0.58770690699493,0.900254223736486,0.312547316741556,31.25,Up,17,935766,ABR,Body,CD19
cg00007800,0.507410675197705,0.816790498785005,0.3093798235873,30.94,Up,1,1838518,,,CD19
cg14136042,0.573239871864865,0.873779093149306,0.300539221284442,30.05,Up,6,31513306,ATP6V1G2; NFKBIL1,Body; TSS1500,CD19
cg00128100,0.589265183422586,0.889488176848151,0.300222993425564,30.02,Up,6,30656094,KIAA1949; NRM,TSS1500; 3'UTR,CD19
cg00396427,0.597719171421711,0.897407404335366,0.299688232913656,29.97,Up,16,25023604,ARHGAP17,Body,CD19
cg15696968,0.59343656297124,0.887857157060971,0.294420594089731,29.44,Up,6,30656070,KIAA1949; NRM,TSS1500; 3'UTR,CD19
cg16323293,0.633241046012149,0.926385625578493,0.293144579566344,29.31,Up,6,163612985,PACRG,Body,CD19
cg10696539,0.561538584580231,0.853981055969154,0.292442471388923,29.24,Up,19,2321980,LSM7,Body,CD19
cg08595490,0.634458820306135,0.922229305399265,0.287770485093131,28.78,Up,1,43317125,ZNF691,Body,CD19
cg27586410,0.6972937363751,0.984834083593943,0.287540347218842,28.75,Up,17,80818684,TBCD,Body,CD19
cg26542461,0.647549664660918,0.926765888729106,0.279216224068188,27.92,Up,1,2319614,MORN1,Body,CD19
cg07637440,0.592730284865135,0.870578759146208,0.277848474281073,27.78,Up,22,50322324,,,CD19
cg13651690,0.691374080768535,0.967377174616296,0.276003093847761,27.6,Up,14,106320748,,,CD19
cg11683191,0.655614759995352,0.886873638873576,0.231258878878223,23.13,Up,19,39813728,,,CD19
cg09548638,0.662861815496683,0.884074774098185,0.221212958601503,22.12,Up,5,148443744,SH3TC2,TSS1500,CD19
cg05051734,0.726732285864486,0.947598989575021,0.220866703710535,22.09,Up,17,3474619,TRPV1,Body,CD19
cg10836509,0.6735864726045,0.890242497791958,0.216656025187458,21.67,Up,1,226299603,,,CD19
cg00253346,0.617410053383114,0.821268923176533,0.203858869793419,20.39,Up,22,42324281,TNFRSF13C,TSS1500,CD19
cg18187680,0.256779871356041,0.059036603351575,0.197743268004467,19.77,Down,10,8095825,FLJ45983; GATA3,TSS1500,CD19
cg01768814,0.136096277033385,0.033407859924876,0.102688417108509,10.27,Down,17,65437355,PITPNC1,Body,CD19
cg24462702,0.131929726435468,0.822599997865726,0.690670271430259,69.07,Up,X,135730445,CD40LG,1stExon,CD4
cg12297231,0.287348399990285,0.842899685169074,0.555551285178789,55.56,Up,1,31531229,PUM1,Body,CD4
cg10837404,0.3417814278365,0.883185714092712,0.541404286256212,54.14,Up,5,112356289,DCP2,3'UTR,CD4
cg05617307,0.348405740829343,0.888855254004072,0.540449513174729,54.04,Up,10,121413182,BAG3,Body,CD4
cg03419136,0.225764518066791,0.709685283043027,0.483920764976236,48.39,Up,11,64547646,SF1,TSS1500,CD4
cg14232368,0.30804683194734,0.789862235555788,0.481815403608448,48.18,Up,X,135736974,CD40LG,Body,CD4
cg20737812,0.335128662107135,0.812350800734728,0.477222138627594,47.72,Up,15,86336631,KLHL25,5'UTR,CD4
cg13400249,0.419536927653213,0.887292077778622,0.467755150125409,46.78,Up,1,8480963,RERE,5'UTR; Body,CD4
cg26986871,0.58524907428565,0.121201266924374,0.464047807361276,46.4,Down,12,10545083,,,CD4
cg12047375,0.430971865779216,0.875985521408632,0.445013655629416,44.5,Up,8,54757132,ATP6V1H,TSS1500,CD4
cg07919695,0.452626263640393,0.880460685519861,0.427834421879468,42.78,Up,X,135729658,CD40LG,TSS1500,CD4
cg04162316,0.489156814622228,0.907669991922581,0.418513177300353,41.85,Up,17,78786355,RPTOR,Body,CD4
cg11157440,0.421389186064854,0.830065111766815,0.408675925701961,40.87,Up,8,19316005,CSGALNACT1,Body,CD4
cg11307417,0.483579447465546,0.886746095717264,0.403166648251717,40.32,Up,3,48310616,ZNF589,3'UTR,CD4
cg26852894,0.45417220599146,0.852459391058824,0.398287185067364,39.83,Up,4,11157341,,,CD4
cg24008435,0.48503574731308,0.866175505766737,0.381139758453657,38.11,Up,15,101137976,LINS1,5'UTR,CD4
cg07489413,0.447566931737414,0.075872516767077,0.371694414970337,37.17,Down,11,2321937,C11orf21; TSPAN32,Body; TSS1500,CD4
cg13164537,0.143888952787487,0.512194549025594,0.368305596238108,36.83,Up,18,67624071,CD226,5'UTR; 1stExon,CD4
cg03132824,0.546926470627761,0.910549206164347,0.363622735536586,36.36,Up,4,3373006,RGS12,Body,CD4
cg16375820,0.490824113940605,0.853018420198695,0.36219430625809,36.22,Up,5,55289001,IL6ST,5'UTR,CD4
cg13745692,0.511902353766117,0.846474839884453,0.334572486118336,33.46,Up,3,60065489,FHIT,Body,CD4
cg13500113,0.398169198044265,0.726658547571493,0.328489349527228,32.85,Up,2,216947149,TMEM169; PECR,5'UTR; TSS1500,CD4
cg03505866,0.453847160891706,0.774294996000958,0.320447835109252,32.04,Up,14,70077191,KIAA0247,TSS1500,CD4
cg16921643,0.57625148649679,0.895017059169896,0.318765572673106,31.88,Up,8,135513489,ZFAT,Body,CD4
cg15260951,0.597370436665136,0.911371053086231,0.314000616421095,31.4,Up,18,77165150,NFATC1,Body; 5'UTR,CD4
